,index,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,id_year,year,id_race,race,household_income_by_race,household_income_by_race_moe,geography,id_geography
218,Census Tract 1408,white,590.0784018846832,606.6976346396633,0.028164448490063398,16.61923275498009,1.3938357738739229,2022,2022,0,Total,97722,21414.0,Census Tract 1408,14000US17031140800
219,Census Tract 3011,white,380.88000429983447,382.63656621005987,0.0046118512140180725,1.7565619102254004,0.5676610857649101,2022,2022,0,Total,34608,12969.0,Census Tract 3011,14000US17031301100
220,Census Tract 1502,white,487.586702102643,544.9848322388381,0.11771881777881636,57.39813013619505,1.2994694292713325,2022,2022,0,Total,91038,18520.0,Census Tract 1502,14000US17031150200
221,Census Tract 1503,white,558.8009294905271,579.0987750429235,0.03632392947324282,20.29784555239644,1.001208156609494,2022,2022,0,Total,86290,12076.0,Census Tract 1503,14000US17031150300
222,Census Tract 3012,white,473.3357784565753,481.41227642394495,0.0170629357318075,8.076497967369619,2.2442411045886055,2022,2022,0,Total,50040,14003.0,Census Tract 3012,14000US17031301200
223,Census Tract 7404,white,1057.4706678091925,1074.1417717370887,0.015765074564606532,16.671103927896183,0.5616302715996063,2022,2022,0,Total,93194,30369.0,Census Tract 7404,14000US17031740400
224,Census Tract 204,white,617.9898072110061,653.145232608754,0.0568867398580644,35.15542539774788,1.9676675488182827,2022,2022,0,Total,76607,24950.0,Census Tract 204,14000US17031020400
225,Census Tract 6403,white,980.2391798378525,1091.9650785594947,0.11397820146316077,111.72589872164224,2.752172168088622,2022,2022,0,Total,79750,29847.0,Census Tract 6403,14000US17031640300
226,Census Tract 6406,white,1154.6058664200946,1262.6678246253596,0.09359207444555584,108.061958205265,2.0,2022,2022,0,Total,79231,18113.0,Census Tract 6406,14000US17031640600
227,Census Tract 718,white,391.23788060488044,391.23788060488044,0.0,0.0,0.0,2022,2022,0,Total,211964,45169.0,Census Tract 718,14000US17031071800
228,Census Tract 1603,white,583.6917946914973,596.6959763275979,0.02227919212565563,13.004181636100611,0.4891392255912925,2022,2022,0,Total,77721,12904.0,Census Tract 1603,14000US17031160300
