Unnamed: 0,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,flow_weight,income
Census Tract 6704,black,1055.9653527879968,1129.7334719738403,0.0698584655179057,73.76811918584349,2.379373568188164,369.2437,32083.0
Census Tract 3404,white,263.9543352331373,263.9543352331373,0.0,0.0,0.0,105.6078,49309.0
Census Tract 4208,black,400.5168029306668,414.08989730905785,0.0338889511727693,13.573094378391032,0.2953431224070797,1304.0798,44375.0
Census Tract 2225,white,380.8535578773208,381.0508229084562,0.0005179550697514,0.19726503113543,0.081131513410281,1739.5534,147582.0
Census Tract 3906,black,316.5901216497349,316.5901216497349,0.0,0.0,0.0,1795.2182,76806.0
Census Tract 103,white,863.9474191044437,904.3918803768444,0.0468135680228372,40.44446127240053,1.854293881634331,2298.4553,68336.0
Census Tract 106,white,682.4116056201854,709.8006237748797,0.0401356277195825,27.389018154694327,1.3006677527474997,2214.3226,66313.0
Census Tract 1508,white,709.8951844602832,733.549508004538,0.0333208677309716,23.6543235442548,1.4233766777421262,1758.1814,85714.0
Census Tract 1511,white,948.4968168370322,985.387358696901,0.0388936907378227,36.89054185986879,1.0,148.1514,77521.0
Census Tract 2301,white,283.32854261427946,305.1470713352914,0.0770078740380049,21.818528721011944,0.8336777846632251,4501.1197,90833.0
Census Tract 1601,white,714.4794123193535,714.4794123193535,0.0,0.0,0.0,73.6225,107137.0
Census Tract 1602,white,571.8799445210142,645.600665486526,0.1289094357509908,73.72072096551187,1.3969974711311153,812.7349,124364.0
Census Tract 1604,white,504.5001062472404,566.0171351569938,0.1219366024862753,61.51702890975344,2.309080175229164,966.1862,72325.0
Census Tract 3106,white,335.59107639945654,339.7978992906547,0.0125355624360844,4.206822891198158,0.1465065230007935,2125.0419,73508.0
Census Tract 3109,white,342.7018135837972,342.7018135837972,0.0,0.0,0.0,3249.6741,78287.0
Census Tract 3204,white,124.10669891937307,130.73063491784808,0.0533729126320432,6.623935998474991,0.4746870958265315,1101.8629,162143.0
Census Tract 615,white,349.6661527108686,359.084420608604,0.0269350288116767,9.418267897735404,0.4657577272459238,1558.4757,133000.0
Census Tract 3206,white,110.758554060771,110.758554060771,0.0,0.0,0.0,3266.3427,108320.0
Census Tract 7403,white,1560.091650891793,1560.091650891793,0.0,0.0,0.0,587.0486,122063.0
Census Tract 2227,white,596.2084252195082,608.4716150372378,0.0205686288536004,12.263189817729652,1.0,205.65090000000004,80391.0
Census Tract 2212,white,532.0307599994535,553.2825923587734,0.0399447437199716,21.251832359319906,1.2940860404071295,3777.3136,128243.0
Census Tract 1607,white,306.1451827615364,335.1680558612975,0.0948010118531497,29.02287309976112,0.4285301667166487,1546.2223,92614.0
Census Tract 2222,white,387.4537634248727,387.8341156599544,0.0009816712882581,0.3803522350817729,0.0845938065474544,822.5945,184727.0
