,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 3018.03,white,612.5999999999999,624.5,1.9425399934704688,11.900000000000091,1
Census Tract 3102,white,796.9000000000001,808.8,1.493286485129861,11.899999999999864,1
Census Tract 3103,white,836.9000000000001,848.8,1.4219142071931967,11.899999999999864,1
Census Tract 3105,white,876.9,888.8,1.3570532557874304,11.899999999999977,1
Census Tract 5103,black,1656.3999999999999,1742.3,5.18594542381068,85.90000000000009,5
Census Tract 4914,black,1618.5,1690.0,4.417670682730924,71.5,4
Census Tract 5002,black,1587.9,1659.4,4.502802443478808,71.5,4
Census Tract 5302,black,1743.2999999999997,1814.8000000000002,4.101416853094732,71.50000000000045,4
Census Tract 7401,white,1724.2000000000003,1866.1,8.229903723465933,141.89999999999964,3
Census Tract 1405,white,1532.2000000000003,1544.1000000000001,0.7766610103119607,11.899999999999864,1
Census Tract 1408,white,1600.6000000000001,1622.5,1.368236911158307,21.899999999999864,3
Census Tract 3011,white,713.4,725.3,1.6680684048219763,11.899999999999977,1
Census Tract 1502,white,1509.0,1520.9,0.7886017229953672,11.900000000000091,1
Census Tract 1503,white,1576.2000000000003,1621.2,2.854967643700023,44.99999999999977,2
Census Tract 3012,white,738.8,750.7,1.6107200866269749,11.900000000000091,1
Census Tract 7404,white,1955.1,2097.0,7.257940770293085,141.9000000000001,3
Census Tract 204,white,2002.6000000000001,2101.4,4.933586337760908,98.79999999999995,7
Census Tract 6403,white,141.9,141.9,0.0,0.0,0
Census Tract 6406,white,167.8,167.8,0.0,0.0,0
Census Tract 718,white,1225.4,1269.5,3.598824873510683,44.09999999999991,3
Census Tract 1603,white,1449.6000000000001,1461.5,0.8209161147902775,11.899999999999864,1
Census Tract 3107,white,823.7,835.5999999999999,1.4447007405608672,11.899999999999864,1
Census Tract 715,white,1441.1,1453.9,0.8882103948372898,12.800000000000182,1
Census Tract 717,white,1279.1999999999998,1303.6,1.9074421513445978,24.40000000000009,3
Census Tract 6712,black,780.0,920.5,18.01282051282051,140.5,4
Census Tract 6705,black,700.4,726.0,3.655054254711597,25.600000000000023,3
Census Tract 6706,black,761.5,806.7,5.935653315824037,45.200000000000045,4
Census Tract 6707,black,800.2,861.6,7.673081729567604,61.39999999999998,4
Census Tract 6708,black,830.2,875.4000000000001,5.444471211756208,45.200000000000045,4
Census Tract 6709,black,840.2,932.4,10.973577719590564,92.19999999999993,4
Census Tract 6711,black,784.2,918.7,17.151236929354756,134.5,4
Census Tract 6713,black,761.1999999999999,882.8,15.974776668418292,121.60000000000002,4
Census Tract 6714,black,730.9,830.2,13.585989875495974,99.30000000000007,3
Census Tract 6715,black,809.0,834.3,3.127317676143381,25.299999999999955,4
Census Tract 6716,black,861.8,895.5999999999999,3.9220236713854675,33.799999999999955,4
Census Tract 6701,black,837.0,911.6,8.912783751493432,74.60000000000002,3
Census Tract 2305,white,1295.8,1432.3000000000002,10.534033029788565,136.50000000000023,6
Census Tract 2306,black,1282.2,1411.9,10.115426610513184,129.70000000000005,5
Census Tract 2406,white,1264.1999999999998,1297.1,2.6024363233665633,32.90000000000009,2
Census Tract 2410,white,1312.7,1342.5,2.2701302658642457,29.799999999999955,2
Census Tract 1910,white,1421.7,1609.7000000000003,13.223605542660211,188.00000000000023,6
Census Tract 803,white,1241.3,1257.3999999999999,1.2970273100781367,16.09999999999991,2
Census Tract 3008,white,800.0,811.9000000000001,1.4875000000000114,11.900000000000091,1
Census Tract 6502,white,344.0,344.0,0.0,0.0,0
Census Tract 6605,white,493.9,528.6,7.025713707228193,34.700000000000045,1
Census Tract 2214,white,1311.2,1328.9,1.3499084807809676,17.700000000000045,2
Census Tract 1610,white,1438.3000000000002,1450.1999999999998,0.8273656399916315,11.899999999999636,1
Census Tract 3406,white,981.4000000000001,993.3,1.2125534950071186,11.899999999999864,1
Census Tract 2405,white,1227.5,1239.4,0.9694501018330013,11.900000000000091,1
Census Tract 2407,white,1293.8,1342.6999999999998,3.7795640748183543,48.899999999999864,2
