,Unnamed: 0,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras
215,Census Tract 3102,0,228.18383463541696,228.18383463541696,0.0,0.0,0.0
216,Census Tract 3103,0,310.49233186350784,316.88689226298203,0.0205949060355063,6.394560399474187,0.25
217,Census Tract 3105,0,376.680705173415,389.29219705888175,0.0334805890300665,12.611491885466762,0.1666666666666666
218,Census Tract 5103,1,1052.4560288627106,1082.0155303628003,0.028086210434874,29.559501500089937,1.4166666666666667
219,Census Tract 4914,1,1101.2650487223668,1108.1556209642029,0.0062569608014257,6.890572241836026,0.5555555555555556
220,Census Tract 5002,1,1338.3805247334424,1338.3805247334424,0.0,0.0,0.0
221,Census Tract 5302,1,1347.367805358018,1347.367805358018,0.0,0.0,0.0
222,Census Tract 1405,0,593.1804735934908,616.3695992411615,0.0390928674829615,23.18912564767072,0.5
223,Census Tract 1408,0,648.7888097629344,686.9769909543327,0.0588607272763414,38.18818119139826,2.125
224,Census Tract 3011,0,356.03470203200175,357.41613265338367,0.0038800448762372,1.3814306213819236,0.25
225,Census Tract 1502,0,513.2055455195296,557.2305399349098,0.0857843310535795,44.024994415380206,1.2000000000000002
226,Census Tract 1503,0,558.957430588162,582.5751529182769,0.042253168197913,23.61772233011493,1.0
227,Census Tract 3012,0,470.6571789544984,479.5761534473038,0.0189500445156658,8.918974492805432,0.7777777777777778
228,Census Tract 7404,0,1119.6219281576905,1140.809210125667,0.0189236039730303,21.187281967976787,0.5
229,Census Tract 204,0,0.0,0.0,0.0,0.0,0.0
230,Census Tract 6403,0,1083.3613300751522,1281.8794285632375,0.1832427399585272,198.51809848808531,4.333333333333333
231,Census Tract 6406,0,1161.7512670642238,1279.824293611613,0.1016336542035911,118.0730265473892,3.0
232,Census Tract 104,1,,,0.0,,
233,Census Tract 718,0,395.128147351767,395.128147351767,0.0,0.0,0.0
234,Census Tract 1603,0,589.8513429035719,596.4967587361368,0.0112662553243543,6.645415832564936,0.3333333333333333
235,Census Tract 3107,0,295.0424489905485,295.0424489905485,0.0,0.0,0.0
236,Census Tract 715,0,565.5850859618536,567.2362463392162,0.0029193845777503,1.6511603773626575,0.3333333333333333
237,Census Tract 717,0,397.5046438398919,400.9088571106541,0.0085639584933589,3.404213270762284,0.5555555555555556
238,Census Tract 6712,1,458.1938257828144,489.55969315263474,0.0684554561952738,31.365867369820364,1.4
239,Census Tract 6705,1,1132.6856962330742,1151.333029351335,0.0164629368767306,18.647333118260804,1.8
240,Census Tract 6708,1,964.8680733587272,971.5817322330196,0.0069581107092931,6.713658874292378,1.0
241,Census Tract 6709,1,793.239764339519,827.7352351529595,0.0434868149129699,34.495470813440534,1.0
242,Census Tract 6714,1,698.5010050058381,726.9080556385502,0.0406685894925443,28.40705063271207,1.2857142857142856
243,Census Tract 6715,1,307.742654042116,318.33757216632034,0.0344278506246795,10.594918124204412,0.25
244,Census Tract 6716,1,256.91525888740364,256.91525888740364,0.0,0.0,0.0
245,Census Tract 2305,0,818.6991500340966,957.0808980437878,0.1690263731236656,138.38174800969114,6.333333333333333
246,Census Tract 2406,0,513.6082755784369,542.9657036308556,0.0571591803487897,29.357428052418754,1.5
247,Census Tract 2410,0,0.0,0.0,0.0,0.0,0.0
248,Census Tract 803,0,268.055614157753,268.61045632615605,0.0020698770669154,0.55484216840307,0.1
249,Census Tract 3008,0,309.80726412839715,327.123622940596,0.0558939728573381,17.316358812198814,1.0
250,Census Tract 6502,0,812.4272960532996,847.8513106827386,0.0436026888824707,35.42401462943894,1.75
251,Census Tract 2214,0,471.3202552775881,479.3581353034111,0.0170539668851893,8.037880025822972,1.2222222222222223
252,Census Tract 1610,0,98.95559569912216,98.95559569912216,0.0,0.0,0.0
253,Census Tract 2405,0,370.9199762176779,374.8436791506936,0.0105783004006044,3.923702933015648,0.5714285714285714
254,Census Tract 2407,0,542.0233788846006,589.1778668183033,0.0869971476705291,47.15448793370274,1.75
255,Census Tract 2408,0,531.2247883967711,558.6627414788711,0.0516503628622213,27.43795308209997,0.5555555555555556
256,Census Tract 2409,0,631.7487911549381,675.057082870692,0.0685530266493735,43.30829171575397,3.0
257,Census Tract 2411,0,451.8315643224034,473.1518512156634,0.0471863600880416,21.32028689326006,1.214285714285714
258,Census Tract 1903,0,500.5778793770593,598.2445905578309,0.1951079246696083,97.6667111807716,4.0
259,Census Tract 1908,0,814.6658020818431,933.365445142368,0.1457034808104049,118.69964306052498,4.5
260,Census Tract 1911,0,765.3850680440432,864.8645757779003,0.1299731493169561,99.47950773385708,4.333333333333333
261,Census Tract 801,0,456.533088040876,458.5377730793107,0.0043911056853238,2.004685038434729,0.2857142857142857
262,Census Tract 804,0,285.3248415902299,285.90776240930705,0.0020430075973347,0.5829208190771737,0.1428571428571428
263,Census Tract 810,0,370.0992353905205,382.3070361581084,0.0329852093714987,12.207800767587912,1.1428571428571428
264,Census Tract 1506,0,825.4753208249135,914.018397886908,0.1072631426140173,88.54307706199438,4.0
265,Census Tract 3016,0,340.8009655900682,340.8009655900682,0.0,0.0,0.0
266,Census Tract 7503,0,1162.7585366948088,1173.1858750582128,0.0089677590267745,10.427338363404033,0.25
267,Census Tract 6408,0,1046.892409315846,1158.9201025080322,0.1070097482752763,112.02769319218623,2.0
268,Census Tract 7402,0,2532.2486892665656,2617.0327950993887,0.0334817453720865,84.78410583282312,2.0
269,Census Tract 6504,0,1904.728186759537,2113.5250550143546,0.10962029632692,208.7968682548176,6.0
270,Census Tract 6505,0,1399.251398780804,1484.2713378541291,0.0607610177466357,85.0199390733253,3.0
271,Census Tract 6606,0,537.4305048899251,547.2443403971552,0.0182606595977279,9.81383550723001,0.6
272,Census Tract 2211,0,597.4434751879006,623.0775950576067,0.0429063517040569,25.63411986970607,0.9444444444444444
273,Census Tract 2213,0,502.98897175024,527.4568649262396,0.0486449893540592,24.46789317599962,1.0
274,Census Tract 2215,0,452.8751251982926,469.2883980685019,0.0362423810824732,16.413272870209312,1.0909090909090908
