,Unnamed: 0.1,Unnamed: 0,sampno,locno,perno,loctype,state,country,state_fips,county_fips,tract_fips,out_region,home,latitude,longitude,tract
877,877,4495,70001502,10000,-1,1,IL,USA,17,31,220300,0,1,41.928465,-87.695086,Census Tract 2203
878,878,4496,70001502,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
879,879,4497,70001502,20002,2,2,IL,USA,17,31,831200,0,0,41.915321,-87.73226,Census Tract 8312
880,880,4500,70001507,10000,-1,1,IL,USA,17,31,839100,0,1,41.880986,-87.63307,Census Tract 8391
881,881,4501,70001507,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
882,882,4502,70001507,20002,2,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
883,883,4512,70001515,10000,-1,1,IL,USA,17,31,50500,0,1,41.950447,-87.683507,Census Tract 505
884,884,4513,70001515,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
885,885,4514,70001515,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
886,886,4515,70001515,30002,3,2,IL,USA,17,31,60400,0,0,41.950673,-87.666536,Census Tract 604
887,887,4537,70001537,10000,-1,1,IL,USA,17,31,220500,0,1,41.928396,-87.704911,Census Tract 2205
888,888,4538,70001537,10002,1,2,IL,USA,17,31,81600,0,0,41.892057,-87.628871,Census Tract 816
889,889,4539,70001537,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
890,890,4540,70001537,20003,2,3,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
901,901,4574,70001630,10000,-1,1,IL,USA,17,31,160501,0,1,41.95921,-87.712973,Census Tract 1605.01
902,902,4575,70001630,30003,3,3,IL,USA,17,31,70700,0,0,41.930652,-87.674104,Census Tract 707
903,903,4576,70001630,40003,4,3,IL,USA,17,31,161000,0,0,41.949977,-87.730683,Census Tract 1610
916,916,4674,70001718,10000,-1,1,IL,USA,17,31,40401,0,1,41.972067,-87.686082,Census Tract 404.01
917,917,4675,70001718,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
918,918,4676,70001718,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
976,976,4843,70001912,10000,-1,1,IL,USA,17,31,230900,0,1,41.906692,-87.71035,Census Tract 2309
977,977,4844,70001912,10002,1,2,IL,USA,17,31,230800,0,0,41.90584,-87.714953,Census Tract 2308
984,984,4861,70001914,10000,-1,1,IL,USA,17,31,831200,0,1,41.915321,-87.73226,Census Tract 8312
985,985,4862,70001914,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
986,986,4863,70001914,20002,2,2,IL,USA,17,31,833000,0,0,41.885286,-87.657249,Census Tract 8330
993,993,4901,70001927,10000,-1,1,IL,USA,17,31,831100,0,1,41.942856,-87.717496,Census Tract 8311
994,994,4902,70001927,10002,1,2,IL,USA,17,31,843700,0,0,41.94556,-87.690034,Census Tract 8437
995,995,4903,70001927,20002,2,2,IL,USA,17,31,980000,0,0,41.979419,-87.902438,Census Tract 9800
996,996,4904,70001927,30003,3,3,IL,USA,17,31,838300,0,0,41.901566,-87.638404,Census Tract 8383
1003,1003,4938,70001932,10000,-1,1,IL,USA,17,31,31000,0,1,41.972437,-87.671109,Census Tract 310
1004,1004,4939,70001932,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1005,1005,4940,70001932,20002,2,2,IL,USA,17,31,40300,0,0,41.976944,-87.701983,Census Tract 403
1006,1006,4941,70001932,30003,3,3,IL,USA,17,31,71800,0,0,41.914586,-87.645966,Census Tract 718
1007,1007,4942,70001932,40003,4,3,IL,USA,17,31,71800,0,0,41.914586,-87.645966,Census Tract 718
1008,1008,4946,70001965,10000,-1,1,IL,USA,17,31,63301,0,1,41.934541,-87.643024,Census Tract 633.01
1009,1009,4947,70001965,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1010,1010,4948,70001965,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1011,1011,4978,70001966,10000,-1,1,IL,USA,17,31,351400,0,1,41.827402,-87.624091,Census Tract 3514
1012,1012,4979,70001966,10002,1,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
1013,1013,4985,70001970,10000,-1,1,IL,USA,17,31,81800,0,1,41.893324,-87.63919,Census Tract 818
1014,1014,4986,70001970,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1015,1015,4987,70001970,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1016,1016,5054,70001974,10000,-1,1,IL,USA,17,31,40700,0,1,41.967431,-87.694068,Census Tract 407
1017,1017,5055,70001974,10002,1,2,IL,USA,17,31,81402,0,0,41.891022,-87.612931,Census Tract 814.02
1018,1018,5056,70001974,20002,2,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
1019,1019,5057,70001975,10000,-1,1,IL,USA,17,31,221200,0,1,41.921083,-87.70465,Census Tract 2212
1020,1020,5058,70001975,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1021,1021,5059,70001975,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1022,1022,5060,70001978,10000,-1,1,IL,USA,17,31,310800,0,1,41.855934,-87.668574,Census Tract 3108
1023,1023,5061,70001978,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1024,1024,5108,70002003,10000,-1,1,IL,USA,17,31,10100,0,1,42.021256,-87.669832,Census Tract 101
1025,1025,5109,70002003,10002,1,2,IL,USA,17,31,830800,0,0,41.965141,-87.676577,Census Tract 8308
1026,1026,5114,70002009,10000,-1,1,IL,USA,17,31,31700,0,1,41.965447,-87.663195,Census Tract 317
1027,1027,5115,70002009,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1028,1028,5116,70002009,20002,2,2,IL,USA,17,31,50100,0,0,41.957845,-87.676373,Census Tract 501
1029,1029,5118,70002013,10000,-1,1,IL,USA,17,31,63200,0,1,41.938923,-87.634673,Census Tract 632
1030,1030,5119,70002013,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1038,1038,5152,70002028,10000,-1,1,IL,USA,17,31,150402,0,1,41.956798,-87.772044,Census Tract 1504.02
1039,1039,5153,70002028,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
1044,1044,5175,70002032,10000,-1,1,IL,USA,17,31,210602,0,1,41.934163,-87.712572,Census Tract 2106.02
1045,1045,5176,70002032,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
1046,1046,5177,70002032,20003,2,3,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
1050,1050,5241,70002040,10000,-1,1,IL,USA,17,31,221600,0,1,41.921246,-87.685098,Census Tract 2216
1051,1051,5242,70002040,10002,1,2,IL,USA,17,31,243500,0,0,41.892654,-87.652517,Census Tract 2435
1052,1052,5243,70002040,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1053,1053,5244,70002040,30003,3,3,IL,USA,17,31,242400,0,0,41.899422,-87.68449,Census Tract 2424
1054,1054,5245,70002040,40003,4,3,IL,USA,17,31,830900,0,0,41.928424,-87.684906,Census Tract 8309
1055,1055,5246,70002051,10000,-1,1,IL,USA,17,31,830800,0,1,41.965141,-87.676577,Census Tract 8308
1056,1056,5247,70002051,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1057,1057,5250,70002069,10000,-1,1,IL,USA,17,31,31100,0,1,41.972668,-87.663866,Census Tract 311
1058,1058,5251,70002069,10002,1,2,IL,USA,17,31,70102,0,0,41.930583,-87.642202,Census Tract 701.02
1059,1059,5252,70002069,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1060,1060,5253,70002070,10000,-1,1,IL,USA,17,31,31900,0,1,41.963374,-87.670184,Census Tract 319
1061,1061,5254,70002070,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
1062,1062,5255,70002070,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1063,1063,5256,70002090,10000,-1,1,IL,USA,17,31,140200,0,1,41.970695,-87.713004,Census Tract 1402
1064,1064,5257,70002090,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1065,1065,5258,70002090,20002,2,2,IL,USA,17,31,50100,0,0,41.957845,-87.676373,Census Tract 501
1066,1066,5259,70002090,30003,3,3,IL,USA,17,31,140800,0,0,41.964514,-87.702847,Census Tract 1408
1071,1071,5284,70002096,10000,-1,1,IL,USA,17,31,130300,0,1,41.986559,-87.713392,Census Tract 1303
1072,1072,5285,70002096,10002,1,2,IL,USA,17,31,833000,0,0,41.885286,-87.657249,Census Tract 8330
1073,1073,5286,70002096,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
1074,1074,5289,70002096,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
1075,1075,5292,70002100,10000,-1,1,IL,USA,17,31,243000,0,1,41.892275,-87.679398,Census Tract 2430
1076,1076,5293,70002100,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1086,1086,5313,70002122,10000,-1,1,IL,USA,17,31,30601,0,1,41.988972,-87.654609,Census Tract 306.01
1087,1087,5314,70002122,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
1088,1088,5315,70002122,20002,2,2,IL,USA,17,31,839700,0,0,41.833651,-87.651949,Census Tract 8397
1089,1089,5348,70002127,10000,-1,1,IL,USA,17,31,60900,0,1,41.951517,-87.641778,Census Tract 609
1090,1090,5349,70002127,10002,1,2,IL,USA,17,31,71400,0,0,41.922726,-87.629526,Census Tract 714
1098,1098,5377,70002175,10000,-1,1,IL,USA,17,31,100500,0,1,41.97806,-87.819734,Census Tract 1005
1099,1099,5378,70002175,10002,1,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
1100,1100,5381,70002226,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
1101,1101,5382,70002226,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
1102,1102,5383,70002226,20002,2,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
1103,1103,5384,70002226,20003,2,3,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
1114,1114,5430,70002232,10000,-1,1,IL,USA,17,31,110400,0,1,41.972954,-87.772611,Census Tract 1104
1115,1115,5431,70002232,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1116,1116,5432,70002232,20002,2,2,IL,USA,17,31,140702,0,0,41.963548,-87.713575,Census Tract 1407.02
1117,1117,5433,70002232,20003,2,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
1118,1118,5436,70002250,10000,-1,1,IL,USA,17,31,841000,0,1,41.847544,-87.610198,Census Tract 8410
1119,1119,5437,70002250,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1120,1120,5439,70002253,10000,-1,1,IL,USA,17,31,161300,0,1,41.942699,-87.731002,Census Tract 1613
1121,1121,5440,70002253,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
1146,1146,5496,70002294,10000,-1,1,IL,USA,17,31,140100,0,1,41.971201,-87.705805,Census Tract 1401
1147,1147,5497,70002294,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1150,1150,5500,70002355,10000,-1,1,IL,USA,17,31,31100,0,1,41.972668,-87.663866,Census Tract 311
1151,1151,5501,70002355,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1152,1152,5517,70002359,10000,-1,1,IL,USA,17,31,839100,0,1,41.880986,-87.63307,Census Tract 8391
1153,1153,5518,70002359,10002,1,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
1154,1154,5519,70002359,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1158,1158,5528,70002361,10000,-1,1,IL,USA,17,31,63000,0,1,41.93631,-87.651562,Census Tract 630
1159,1159,5529,70002361,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1177,1177,5568,70002410,10000,-1,1,IL,USA,17,31,310300,0,1,41.856144,-87.648978,Census Tract 3103
1178,1178,5569,70002410,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1179,1179,5570,70002413,10000,-1,1,IL,USA,17,31,30703,0,1,41.978875,-87.657871,Census Tract 307.03
1180,1180,5571,70002413,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1181,1181,5575,70002414,10000,-1,1,IL,USA,17,31,61901,0,1,41.943244,-87.643458,Census Tract 619.01
1182,1182,5576,70002414,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1183,1183,5577,70002416,10000,-1,1,IL,USA,17,31,161300,0,1,41.942699,-87.731002,Census Tract 1613
1184,1184,5578,70002416,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1185,1185,5579,70002416,30003,3,3,IL,USA,17,31,161000,0,0,41.949977,-87.730683,Census Tract 1610
1189,1189,5591,70002430,10000,-1,1,IL,USA,17,31,40402,0,1,41.972545,-87.678818,Census Tract 404.02
1190,1190,5592,70002430,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1196,1196,5613,70002468,10000,-1,1,IL,USA,17,31,838200,0,1,41.870416,-87.675079,Census Tract 8382
1197,1197,5614,70002468,10003,1,3,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
1198,1198,5619,70002480,10000,-1,1,IL,USA,17,31,839000,0,1,41.869903,-87.631213,Census Tract 8390
1199,1199,5620,70002480,10002,1,2,IL,USA,17,31,81403,0,0,41.892991,-87.620956,Census Tract 814.03
1200,1200,5621,70002480,20003,2,3,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1201,1201,5632,70002481,10000,-1,1,IL,USA,17,31,241400,0,1,41.906031,-87.675314,Census Tract 2414
1202,1202,5633,70002481,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
1211,1211,5647,70002487,10000,-1,1,IL,USA,17,31,100400,0,1,41.988969,-87.818041,Census Tract 1004
1212,1212,5648,70002487,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1213,1213,5649,70002487,20002,2,2,IL,USA,17,31,980000,0,0,41.979419,-87.902438,Census Tract 9800
1214,1214,5650,70002487,30003,3,3,IL,USA,17,31,100400,0,0,41.988969,-87.818041,Census Tract 1004
1215,1215,5651,70002487,40003,4,3,IL,USA,17,31,100400,0,0,41.988969,-87.818041,Census Tract 1004
1224,1224,5697,70002513,10000,-1,1,IL,USA,17,31,81402,0,1,41.891022,-87.612931,Census Tract 814.02
1225,1225,5698,70002513,10002,1,2,IL,USA,17,31,81403,0,0,41.892991,-87.620956,Census Tract 814.03
1226,1226,5699,70002513,20002,2,2,IL,USA,17,31,842000,0,0,41.83496,-87.62517,Census Tract 8420
1229,1229,5797,70002564,10000,-1,1,IL,USA,17,31,750400,0,1,41.685657,-87.685071,Census Tract 7504
1230,1230,5798,70002564,30003,3,3,IL,USA,17,31,750400,0,0,41.685657,-87.685071,Census Tract 7504
1234,1234,5819,70002615,10000,-1,1,IL,USA,17,31,839100,0,1,41.880986,-87.63307,Census Tract 8391
1235,1235,5820,70002615,20002,2,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
1236,1236,5821,70002615,20003,2,3,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
1237,1237,5823,70002627,10000,-1,1,IL,USA,17,31,842900,0,1,41.863139,-87.672937,Census Tract 8429
1238,1238,5824,70002627,10002,1,2,IL,USA,17,31,842900,0,1,41.863139,-87.672937,Census Tract 8429
1239,1239,5828,70002636,10000,-1,1,IL,USA,17,31,40402,0,1,41.972545,-87.678818,Census Tract 404.02
1240,1240,5829,70002636,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
1241,1241,5830,70002636,20003,2,3,IL,USA,17,31,50100,0,0,41.957845,-87.676373,Census Tract 501
1242,1242,5831,70002636,30003,3,3,IL,USA,17,31,50100,0,0,41.957845,-87.676373,Census Tract 501
1246,1246,5875,70002674,10000,-1,1,IL,USA,17,31,832600,0,1,41.914754,-87.654465,Census Tract 8326
1247,1247,5876,70002674,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1248,1248,5877,70002674,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1249,1249,5878,70002674,30003,3,3,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
1250,1250,5879,70002674,40003,4,3,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
1258,1258,5890,70002709,10000,-1,1,IL,USA,17,31,60900,0,1,41.951517,-87.641778,Census Tract 609
1259,1259,5891,70002709,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1260,1260,5898,70002713,10000,-1,1,IL,USA,17,31,243200,0,1,41.892433,-87.669624,Census Tract 2432
1261,1261,5899,70002713,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
1274,1274,6053,70002758,10000,-1,1,IL,USA,17,31,840400,0,1,41.833926,-87.667162,Census Tract 8404
1275,1275,6054,70002758,10002,1,2,IL,USA,17,31,611500,0,0,41.805447,-87.678658,Census Tract 6115
1276,1276,6055,70002758,20002,2,2,IL,USA,17,31,10400,0,0,42.006411,-87.658816,Census Tract 104
1277,1277,6058,70002759,10000,-1,1,IL,USA,17,31,61902,0,1,41.946698,-87.639064,Census Tract 619.02
1278,1278,6059,70002759,20003,2,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
1279,1279,6088,70002765,10000,-1,1,IL,USA,17,31,70200,0,1,41.929078,-87.646293,Census Tract 702
1280,1280,6089,70002765,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1281,1281,6098,70002803,10000,-1,1,IL,USA,17,31,410200,0,1,41.801671,-87.594265,Census Tract 4102
1282,1282,6099,70002803,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1283,1283,6100,70002803,10003,1,3,IL,USA,17,31,420300,0,0,41.783224,-87.598697,Census Tract 4203
1287,1287,6157,70002816,10000,-1,1,IL,USA,17,31,836900,0,1,41.881883,-87.706136,Census Tract 8369
1288,1288,6158,70002816,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1289,1289,6159,70002816,10003,1,3,IL,USA,17,31,70400,0,0,41.928967,-87.656156,Census Tract 704
1290,1290,6160,70002816,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1297,1297,6193,70002843,10000,-1,1,IL,USA,17,31,210400,0,1,41.935745,-87.730306,Census Tract 2104
1298,1298,6194,70002843,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1299,1299,6195,70002843,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1300,1300,6196,70002843,30003,3,3,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
1301,1301,6246,70002864,10000,-1,1,IL,USA,17,31,63302,0,1,41.934765,-87.639854,Census Tract 633.02
1302,1302,6247,70002864,10003,1,3,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1303,1303,6248,70002864,20003,2,3,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
1304,1304,6252,70002865,10000,-1,1,IL,USA,17,31,700302,0,1,41.738365,-87.731306,Census Tract 7003.02
1305,1305,6253,70002865,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1306,1306,6254,70002865,30002,3,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
1319,1319,6298,70002886,10000,-1,1,IL,USA,17,31,100200,0,1,41.995658,-87.794314,Census Tract 1002
1320,1320,6299,70002886,40002,4,2,IL,USA,17,31,832900,0,0,41.874181,-87.661901,Census Tract 8329
1321,1321,6300,70002886,60003,6,3,IL,USA,17,31,100200,0,0,41.995658,-87.794314,Census Tract 1002
1322,1322,6308,70002887,10000,-1,1,IL,USA,17,31,30601,0,1,41.988972,-87.654609,Census Tract 306.01
1323,1323,6309,70002887,10002,1,2,IL,USA,17,31,830600,0,0,42.001698,-87.673574,Census Tract 8306
1324,1324,6310,70002887,20003,2,3,IL,USA,17,31,30800,0,0,41.979912,-87.664188,Census Tract 308
1325,1325,6311,70002887,30003,3,3,IL,USA,17,31,30800,0,0,41.979912,-87.664188,Census Tract 308
1333,1333,6322,70002899,10000,-1,1,IL,USA,17,31,120200,0,1,41.994532,-87.757611,Census Tract 1202
1334,1334,6323,70002899,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1335,1335,6324,70002899,30003,3,3,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1336,1336,6325,70002899,40003,4,3,IL,USA,17,31,838300,0,0,41.901566,-87.638404,Census Tract 8383
1339,1339,6338,70002910,10000,-1,1,IL,USA,17,31,832500,0,1,41.92223,-87.664796,Census Tract 8325
1340,1340,6339,70002910,10002,1,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
1343,1343,6361,70002913,10000,-1,1,IL,USA,17,31,62100,0,1,41.942691,-87.65177,Census Tract 621
1344,1344,6362,70002913,10002,1,2,IL,USA,17,31,81401,0,0,41.895035,-87.619717,Census Tract 814.01
1345,1345,6363,70002913,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
1354,1354,6423,70002920,10000,-1,1,IL,USA,17,31,20400,0,1,42.008488,-87.685912,Census Tract 204
1355,1355,6424,70002920,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1369,1369,6550,70002935,10000,-1,1,IL,USA,17,31,31501,0,1,41.967289,-87.652434,Census Tract 315.01
1370,1370,6551,70002935,10002,1,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
1375,1375,6586,70002938,10000,-1,1,IL,USA,17,31,836200,0,1,41.790469,-87.601285,Census Tract 8362
1376,1376,6587,70002938,10002,1,2,IL,USA,17,31,390500,0,0,41.805978,-87.599199,Census Tract 3905
1377,1377,6588,70002938,20002,2,2,IL,USA,17,31,390500,0,0,41.805978,-87.599199,Census Tract 3905
1378,1378,6589,70002938,30003,3,3,IL,USA,17,31,410900,0,0,41.79671,-87.578094,Census Tract 4109
1389,1389,6616,70002941,10000,-1,1,IL,USA,17,31,63200,0,1,41.938923,-87.634673,Census Tract 632
1390,1390,6617,70002941,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1391,1391,6622,70002943,10000,-1,1,IL,USA,17,31,30601,0,1,41.988972,-87.654609,Census Tract 306.01
1392,1392,6623,70002943,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1393,1393,6624,70002943,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
1403,1403,6652,70002957,10000,-1,1,IL,USA,17,31,30706,0,1,41.980415,-87.650916,Census Tract 307.06
1404,1404,6653,70002957,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1405,1405,6656,70002958,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
1406,1406,6657,70002958,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1407,1407,6660,70002961,10000,-1,1,IL,USA,17,31,10702,0,1,42.00902,-87.672726,Census Tract 107.02
1408,1408,6661,70002961,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
1409,1409,6662,70002961,10003,1,3,IL,USA,17,31,10400,0,0,42.006411,-87.658816,Census Tract 104
1444,1444,6754,70002983,10000,-1,1,IL,USA,17,31,243200,0,1,41.892433,-87.669624,Census Tract 2432
1445,1445,6755,70002983,10002,1,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
1456,1456,6813,70003000,10000,-1,1,IL,USA,17,31,61902,0,1,41.946698,-87.639064,Census Tract 619.02
