,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 717,white,697.0611111111111,726.9222222222221,4.283858421467889,29.861111111110972,2
Census Tract 6712,black,1021.7944444444444,1041.3277777777776,1.9116695573691025,19.53333333333319,1
Census Tract 6705,black,755.1222222222224,778.6777777777777,3.1194361472020393,23.555555555555316,0
Census Tract 6706,black,999.7777777777778,1019.9722222222222,2.0198933096243508,20.194444444444343,0
Census Tract 6707,black,974.1055555555554,994.5055555555555,2.094228893742988,20.40000000000009,0
Census Tract 6708,black,991.0944444444444,1009.1000000000001,1.8167345863439557,18.005555555555702,1
Census Tract 6709,black,976.4444444444445,994.0,1.797906235776057,17.555555555555543,1
Census Tract 6711,black,986.3277777777777,1004.0277777777778,1.7945352852049572,17.70000000000016,1
Census Tract 6713,black,1053.6833333333334,1073.9944444444445,1.92762953238112,20.31111111111113,1
Census Tract 6714,black,1045.177777777778,1084.2277777777776,3.736206493313179,39.04999999999973,1
Census Tract 6715,black,1047.5111111111112,1075.2722222222226,2.6501972930544637,27.761111111111404,0
Census Tract 6716,black,1018.5277777777778,1034.822222222222,1.599803638148725,16.294444444444252,1
Census Tract 6701,black,906.7823529411764,940.2294117647059,3.688543200586436,33.44705882352946,1
Census Tract 2305,white,770.5777777777777,816.1333333333334,5.911869881185863,45.55555555555577,1
Census Tract 2306,black,725.6823529411765,762.1117647058825,5.0200217239758205,36.42941176470595,0
Census Tract 2406,white,585.0,626.8833333333334,7.159544159544177,41.88333333333344,4
Census Tract 2410,white,600.561111111111,647.3,7.782536701788152,46.73888888888894,0
Census Tract 1910,white,776.8823529411765,865.9058823529413,11.459074733096097,89.0235294117648,7
Census Tract 803,white,676.4388888888889,713.75,5.515814026067891,37.31111111111113,3
Census Tract 3008,white,712.8777777777777,737.4499999999999,3.4469053445346685,24.572222222222194,0
Census Tract 6502,white,880.2105263157897,923.3105263157895,4.896555847883257,43.099999999999795,4
Census Tract 6605,white,1127.9333333333334,1207.5666666666668,7.060109935575398,79.63333333333344,3
Census Tract 2214,white,624.838888888889,666.4611111111111,6.6612726836251,41.62222222222215,2
Census Tract 1610,white,615.6647058823529,653.7941176470588,6.19321059017991,38.12941176470588,3
Census Tract 3406,white,727.3882352941175,753.0176470588235,3.523484505402099,25.629411764705992,0
Census Tract 2405,white,585.4833333333332,625.0611111111111,6.759847039957512,39.5777777777779,1
Census Tract 2407,white,470.525,513.5125,9.13607140959568,42.98750000000007,1
Census Tract 2408,white,482.43125000000003,519.4312500000001,7.669486584876095,37.00000000000006,1
Census Tract 2409,white,546.2470588235294,574.6529411764704,5.200189528547711,28.405882352941035,0
